Title_i, ID_i, Doc_j, ID_j, Cosine Similarity
343,2264,356,2360,0.5252572
345,2289,354,2334,0.504063
352,2330,1124,5105,0.61711
352,2330,1203,5850,0.5310781
366,2409,479,3197,0.6310039
368,2424,860,2425,0.5155954
370,2433,453,3040,0.5835841
370,2433,1119,5067,0.6919057
380,2513,780,1309,0.7033752
384,2523,714,7,0.5300649
384,2523,811,1635,0.5653769
389,2560,744,808,0.5292854
389,2560,1263,6411,0.540012
406,2687,888,2688,0.5768291
408,2712,409,2713,0.5141647
416,2747,1015,4023,0.5185763
421,2798,607,4469,0.5500458
428,2852,702,6092,0.5142055
437,2931,906,2932,0.6040555
452,3033,881,2624,0.7567213
453,3040,1119,5067,0.5128579
462,3079,877,2600,0.5225361
497,3296,987,3801,0.5112123
502,3324,553,3757,0.624874
506,3360,1059,4436,0.7606956
515,3406,516,3416,0.5382949
524,3459,1029,4152,0.6154552
530,3508,665,5310,0.6114244
534,3525,744,808,0.5476736
534,3525,1263,6411,0.6058017
535,3529,844,2087,0.562081
539,3579,572,3937,0.7097222
539,3579,636,4876,0.5212178
539,3579,673,5509,0.5146481
545,3631,557,3773,0.561506
556,3771,635,4870,0.7128996
556,3771,663,5263,0.5079468
556,3771,671,5481,0.5533533
556,3771,846,2115,0.5192558
556,3771,1083,4762,0.5499661
556,3771,1204,5862,0.6499318
556,3771,1213,5935,0.6264769
562,3815,1266,6420,0.6808217
566,3861,645,4983,0.5912631
566,3861,650,5034,0.5199934
566,3861,1265,6413,0.603869
567,3871,1205,5881,0.5111073
570,3933,898,2854,0.6106762
572,3937,636,4876,0.5385984
572,3937,673,5509,0.6068722
582,4055,583,4056,1
582,4055,1019,4054,0.9180303
583,4056,1019,4054,0.9180303
584,4058,585,4059,1
584,4058,1020,4057,0.9762437
585,4059,1020,4057,0.9762437
586,4061,587,4062,0.9999999
586,4061,1021,4060,0.7193333
587,4062,1021,4060,0.7193333
598,4236,643,4973,0.617738
598,4236,653,5102,0.6338206
598,4236,1263,6411,0.5580194
599,4252,677,5601,0.741264
611,4527,1069,4533,0.5022655
615,4573,1045,4312,0.6052922
625,4772,1087,4771,0.570509
628,4791,860,2425,0.5073254
629,4796,1146,5379,0.6713616
633,4828,1098,4827,0.7714404
635,4870,1204,5862,0.5546301
635,4870,1213,5935,0.5492406
638,4915,1084,4763,0.5523751
643,4973,653,5102,0.6676582
643,4973,1263,6411,0.5810277
645,4983,650,5034,0.8392192
645,4983,684,5804,0.5226262
645,4983,692,5924,0.6115659
645,4983,822,1834,0.5899125
645,4983,1101,4851,0.7201418
645,4983,1265,6413,0.8558701
650,5034,692,5924,0.5510635
650,5034,1101,4851,0.5796013
650,5034,1265,6413,0.7168794
651,5042,661,5254,0.7617078
653,5102,1263,6411,0.5238402
674,5517,761,1048,0.7065542
679,5703,761,1048,0.6310517
681,5775,682,5776,0.7723449
683,5803,1264,6412,0.5689195
684,5804,822,1834,0.6106359
684,5804,1265,6413,0.5099536
686,5822,1202,5823,0.8936412
687,5824,688,5825,0.6299325
692,5924,822,1834,0.5175968
692,5924,1101,4851,0.5447749
692,5924,1265,6413,0.6556853
696,6021,699,6040,0.6542565
696,6021,700,6059,0.5535215
699,6040,700,6059,0.5389156
704,6125,966,3574,0.5396904
714,7,811,1635,0.8200465
714,7,863,2430,0.5091134
736,680,750,918,0.5684307
744,808,783,1330,0.5362438
744,808,833,1897,0.6030241
744,808,1220,6082,0.5399397
744,808,1263,6411,0.7560489
754,944,882,2629,0.5957148
769,1183,1205,5881,0.567851
776,1255,961,3513,0.5108716
777,1263,997,3924,0.506605
795,1446,1252,6368,0.5174783
801,1522,802,1523,0.7272779
801,1522,803,1524,0.7472302
802,1523,803,1524,0.6244256
819,1781,897,2838,0.566484
822,1834,907,2938,0.533925
822,1834,1101,4851,0.5729843
822,1834,1265,6413,0.5729897
830,1894,832,1896,0.6578215
831,1895,832,1896,0.583928
833,1897,1263,6411,0.5971617
835,1946,836,1952,0.5006821
849,2160,1067,4504,0.5165436
872,2539,1140,5273,0.5361255
900,2906,1080,4740,0.506093
935,3210,936,3211,0.5731331
944,3309,1137,5198,0.5871512
1007,3986,1055,4369,0.5780303
1031,4171,1032,4172,0.5291872
1080,4740,1199,5800,0.5674795
1082,4757,1223,6111,0.510564
1101,4851,1265,6413,0.7966102
1122,5093,1252,6368,0.5825346
1153,5440,1164,5496,0.554876
1165,5530,1169,5566,0.5314144
1204,5862,1213,5935,0.5598202
1205,5881,1238,6330,0.5272306
1207,5894,1208,5895,0.5282974
